查询序号,主题词,卡片名,命中结果数,最高分,一级主题,对应主题页,主题页路径,置信度,匹配分,匹配依据,相近主题词,相近卡片,备选主题页,命中词,主要书名,页码,是否有结果,处理建议,Claude检索建议,是否新增主题
1791,马克思主义哲学 哲学大众化 大众哲学,1791_马克思主义哲学_哲学大众化_大众哲学.md,3,84.4,新哲学大众化,艾思奇与大众哲学,新哲学大众化/艾思奇与大众哲学.md,高,100.0,命中主题路由词：大众哲学|艾思奇,马克思主义哲学 哲学大众化(80.83)；马克思主义哲学 哲学大众化 艾思奇(76.67)；马克思主义哲学 哲学大众化 延安时期(75.62)；大众哲学 马克思主义哲学 大众化(74.23)；唯物辩证法论战 马克思主义哲学 哲学大众化(73.16),1813_马克思主义哲学_哲学大众化.md；1798_马克思主义哲学_哲学大众化_艾思奇.md；1792_马克思主义哲学_哲学大众化_延安时期.md；0360_大众哲学_马克思主义哲学_大众化.md；1789_唯物辩证法论战_马克思主义哲学_哲学大众化.md,,大众哲学、马克思主义哲学、哲学大众化,《大众哲学》_马克思主义哲学大众化的经典范本_张立波；“和生活打成一片”——艾思奇是怎样进行马克思主义哲学大众化的_李勰；延安时期知识分子群体与马克思主义哲学大众化郭 - 2015 -,3；2；6,是,可按主题页优先检索,先查主题页《艾思奇与大众哲学》，再在 T3/T10 中检索：马克思主义哲学|哲学大众化|大众哲学,否
1792,马克思主义哲学 哲学大众化 延安时期,1792_马克思主义哲学_哲学大众化_延安时期.md,3,86.12,新哲学大众化,新哲学大众化运动,新哲学大众化/新哲学大众化运动.md,高,100.0,命中主题路由词：哲学大众化|新哲学运动|延安知识分子,马克思主义哲学 哲学大众化(77.86)；马克思主义哲学 哲学大众化 大众哲学(75.62)；马克思主义哲学 哲学大众化 艾思奇(74.71)；唯物辩证法论战 马克思主义哲学 哲学大众化(71.9)；延安时期 马克思主义哲学 创作 宣讲(66.84),1813_马克思主义哲学_哲学大众化.md；1791_马克思主义哲学_哲学大众化_大众哲学.md；1798_马克思主义哲学_哲学大众化_艾思奇.md；1789_唯物辩证法论战_马克思主义哲学_哲学大众化.md；1206_延安时期_马克思主义哲学_创作_宣讲.md,,延安时期、马克思主义哲学、哲学大众化,延安时期知识分子群体与马克思主义哲学大众化郭 - 2015 -；“和生活打成一片”——艾思奇是怎样进行马克思主义哲学大众化的_李勰；马克思主义哲学大众化的当代思考_郭建宁,87；2；1,是,可按主题页优先检索,先查主题页《新哲学大众化运动》，再在 T3/T10 中检索：马克思主义哲学|哲学大众化|延安时期,否
1793,马克思主义哲学中国化 实践论 矛盾论,1793_马克思主义哲学中国化_实践论_矛盾论.md,3,80.1,理论方法,马克思恩格斯经典文本与哲学关系,理论方法/马克思恩格斯经典文本与哲学关系.md,高,100.0,命中主题路由词：马恩|马克思|恩格斯|黑格尔法哲学|德意志意识形态|共产党宣言|反杜林论|自然辩证法|哥达纲领,实践论 矛盾论 马克思主义哲学中国化 启示(89.44)；马克思主义哲学中国化 不足(53.24)；李达 马克思主义哲学中国化(53.24)；马克思主义哲学中国化 走向(53.24)；毛泽东 马克思主义哲学中国化(52.5),0629_实践论_矛盾论_马克思主义哲学中国化_启示.md；1432_马克思主义哲学中国化_不足.md；1751_李达_马克思主义哲学中国化.md；1816_马克思主义哲学中国化_走向.md；1748_毛泽东_马克思主义哲学中国化.md,,实践论、马克思主义哲学中国化、矛盾论,《实践论》和《矛盾论》对马克思主义哲学中国化的启示_许全兴；二十世纪上半叶马克思主义哲学中国化之检视_王玉平；马克思主义哲学中国化理论与历史,7；160；508,是,可按主题页优先检索,先查主题页《马克思恩格斯经典文本与哲学关系》，再在 T3/T10 中检索：马克思主义哲学中国化|实践论|矛盾论,否
1794,中华优秀传统文化 基本原理 马克思,1794_中华优秀传统文化_基本原理_马克思.md,3,77.25,理论方法,马克思恩格斯经典文本与哲学关系,理论方法/马克思恩格斯经典文本与哲学关系.md,高,100.0,命中主题路由词：马恩|马克思|恩格斯|黑格尔法哲学|德意志意识形态|共产党宣言|反杜林论|自然辩证法|哥达纲领,中华优秀传统文化 创造性转化(49.21)；中华优秀传统文化 第二个结合(49.21)；中华优秀传统文化 革命文化 社会主义先进文化(47.29)；马克思主义 基本原理 中国实际 结合(25.43)；瞿秋白 历史唯物论 基本原理(23.41),0747_中华优秀传统文化_创造性转化.md；1628_中华优秀传统文化_第二个结合.md；0749_中华优秀传统文化_革命文化_社会主义先进文化.md；1106_马克思主义_基本原理_中国实际_结合.md；0313_瞿秋白_历史唯物论_基本原理.md,,马克思、中华优秀传统文化、基本原理,坚持马克思主义基本原理同中华优秀传统文化相结合须廓清的几种错误倾向_冯冉；马克思主义基本原理同中华优秀传统文化相结合学理探析_田鹏颖；从“决裂论”到“土壤论”——新启蒙运动对马克思主义与中国传统文化关系的认识深化_崔海亮,3；8；1,是,可按主题页优先检索,先查主题页《马克思恩格斯经典文本与哲学关系》，再在 T3/T10 中检索：中华优秀传统文化|基本原理|马克思,否
1795,中国传统文化 新启蒙运动 认识深化,1795_中国传统文化_新启蒙运动_认识深化.md,3,82.45,论战与思想运动,新启蒙运动,论战与思想运动/新启蒙运动.md,高,100.0,命中主题路由词：新启蒙|继承五四|扬弃五四,陈独秀 中国传统文化 批判(36.58)；中国传统文化 决裂论 土壤论(36.25)；中国传统文化 马克思主义 结合(35.95)；马克思主义 中国传统文化 关系(35.95)；新启蒙运动 现代中国新文化(32.89),0761_陈独秀_中国传统文化_批判.md；1627_中国传统文化_决裂论_土壤论.md；0756_中国传统文化_马克思主义_结合.md；0764_马克思主义_中国传统文化_关系.md；0381_新启蒙运动_现代中国新文化.md,,新启蒙运动、中国传统文化、认识深化,从“决裂论”到“土壤论”——新启蒙运动对马克思主义与中国传统文化关系的认识深化_崔海亮；抗日救亡运动中的文化新声——“新启蒙运动”与中国左翼知识界的文化抗战_王锐；新启蒙运动与新民主主义文化思想的形成_卢毅,3；2；4,是,可按主题页优先检索,先查主题页《新启蒙运动》，再在 T3/T10 中检索：中国传统文化|新启蒙运动|认识深化,否
1796,马克思主义中国化 中国知识界 论争,1796_马克思主义中国化_中国知识界_论争.md,3,77.25,理论方法,马克思恩格斯经典文本与哲学关系,理论方法/马克思恩格斯经典文本与哲学关系.md,高,100.0,命中主题路由词：马恩|马克思|恩格斯|黑格尔法哲学|德意志意识形态|共产党宣言|反杜林论|自然辩证法|哥达纲领,马克思主义中国化 中国现代性(52.5)；马克思主义中国化 前瞻(51.67)；起源 马克思主义中国化(51.67)；马克思主义中国化 思潮(51.67)；马克思主义中国化 重建(51.67),1624_马克思主义中国化_中国现代性.md；1180_马克思主义中国化_前瞻.md；1761_起源_马克思主义中国化.md；1827_马克思主义中国化_思潮.md；1828_马克思主义中国化_重建.md,,论争、马克思主义中国化、中国知识界,中国知识界关于“马克思主义中国化”的论争——以20世纪30-40年代为中心_张安；马克思主义中国化史·第1卷，1919_1949 by 丁俊萍 (z-lib.org)；马克思主义中国化探论,3；121；217,是,可按主题页优先检索,先查主题页《马克思恩格斯经典文本与哲学关系》，再在 T3/T10 中检索：马克思主义中国化|中国知识界|论争,否
1797,马克思主义哲学 中国传统哲学 形态,1797_马克思主义哲学_中国传统哲学_形态.md,3,75.77,理论方法,马克思恩格斯经典文本与哲学关系,理论方法/马克思恩格斯经典文本与哲学关系.md,高,100.0,命中主题路由词：马恩|马克思|恩格斯|黑格尔法哲学|德意志意识形态|共产党宣言|反杜林论|自然辩证法|哥达纲领,马克思主义哲学 中国传统哲学 结合(83.33)；马克思主义哲学 传播 应用 形态 前景(53.75)；马克思主义哲学 中国哲学(49.29)；马克思主义哲学 中国传播 源头(49.06)；马克思主义哲学 中国哲学传统 结合(48.24),1417_马克思主义哲学_中国传统哲学_结合.md；0045_马克思主义哲学_传播_应用_形态_前景.md；1823_马克思主义哲学_中国哲学.md；0047_马克思主义哲学_中国传播_源头.md；0726_马克思主义哲学_中国哲学传统_结合.md,,形态、马克思主义哲学、中国传统哲学,"20世纪30年代~40年代马克思主义哲学与中国传统哲学结合的形态_李维武；马克思主义哲学在中国：传播 应用 形态 前景 (徐素华著, 徐素华著, 徐素华, 徐素華)；马克思主义哲学中国化与中国哲学的现代转型",4；441；361,是,可按主题页优先检索,先查主题页《马克思恩格斯经典文本与哲学关系》，再在 T3/T10 中检索：马克思主义哲学|中国传统哲学|形态,否
1798,马克思主义哲学 哲学大众化 艾思奇,1798_马克思主义哲学_哲学大众化_艾思奇.md,3,80.25,新哲学大众化,艾思奇与大众哲学,新哲学大众化/艾思奇与大众哲学.md,高,100.0,命中主题路由词：大众哲学|艾思奇,马克思主义哲学 哲学大众化(79.23)；马克思主义哲学 哲学大众化 大众哲学(76.67)；马克思主义哲学 哲学大众化 延安时期(74.71)；唯物辩证法论战 马克思主义哲学 哲学大众化(72.5)；艾思奇 马克思主义哲学 大众化(69.64),1813_马克思主义哲学_哲学大众化.md；1791_马克思主义哲学_哲学大众化_大众哲学.md；1792_马克思主义哲学_哲学大众化_延安时期.md；1789_唯物辩证法论战_马克思主义哲学_哲学大众化.md；0358_艾思奇_马克思主义哲学_大众化.md,,艾思奇、马克思主义哲学、哲学大众化,“和生活打成一片”——艾思奇是怎样进行马克思主义哲学大众化的_李勰；延安时期知识分子群体与马克思主义哲学大众化郭 - 2015 -；《大众哲学》_马克思主义哲学大众化的经典范本_张立波,2；139；10,是,可按主题页优先检索,先查主题页《艾思奇与大众哲学》，再在 T3/T10 中检索：马克思主义哲学|哲学大众化|艾思奇,否
1799,马克思主义哲学中国化 艾思奇 构想,1799_马克思主义哲学中国化_艾思奇_构想.md,3,77.75,新哲学大众化,艾思奇与大众哲学,新哲学大众化/艾思奇与大众哲学.md,高,100.0,命中主题路由词：大众哲学|艾思奇,马克思主义哲学中国化 不足(54.06)；李达 马克思主义哲学中国化(54.06)；马克思主义哲学中国化 走向(54.06)；毛泽东 马克思主义哲学中国化(53.24)；马克思主义哲学中国化 现实性(53.24),1432_马克思主义哲学中国化_不足.md；1751_李达_马克思主义哲学中国化.md；1816_马克思主义哲学中国化_走向.md；1748_毛泽东_马克思主义哲学中国化.md；1805_马克思主义哲学中国化_现实性.md,,艾思奇、马克思主义哲学中国化、构想,艾思奇关于马克思主义哲学中国化的“系统构想”_罗永剑；马克思主义哲学中国化理论与历史；二十世纪上半叶马克思主义哲学中国化之检视_王玉平,3；344；110,是,可按主题页优先检索,先查主题页《艾思奇与大众哲学》，再在 T3/T10 中检索：马克思主义哲学中国化|艾思奇|构想,否
1800,历史唯物主义 辩证唯物主义 列宁,1800_历史唯物主义_辩证唯物主义_列宁.md,3,74.42,苏联哲学,列宁哲学与社会主义实践,苏联哲学/列宁哲学与社会主义实践.md,高,100.0,命中主题路由词：列宁|马赫主义|新经济政策,历史唯物主义 辩证唯物主义(80.0)；辩证唯物主义 历史唯物主义 斯大林(72.5)；斯大林 辩证唯物主义 历史唯物主义(72.5)；辩证唯物主义 历史唯物主义 教科书(72.5)；辩证唯物主义 历史唯物主义 教科书体系(70.94),1707_历史唯物主义_辩证唯物主义.md；0787_辩证唯物主义_历史唯物主义_斯大林.md；0899_斯大林_辩证唯物主义_历史唯物主义.md；0933_辩证唯物主义_历史唯物主义_教科书.md；1637_辩证唯物主义_历史唯物主义_教科书体系.md,,列宁、历史唯物主义、辩证唯物主义,列宁专题文集·论辩证唯物主义和历史唯物主义；列宁专题文集·论马克思主义；列宁选集第二卷_2012,9；368；11,是,可按主题页优先检索,先查主题页《列宁哲学与社会主义实践》，再在 T3/T10 中检索：历史唯物主义|辩证唯物主义|列宁,否
1801,新启蒙运动 新民主主义 文化思想,1801_新启蒙运动_新民主主义_文化思想.md,3,80.3,论战与思想运动,新启蒙运动,论战与思想运动/新启蒙运动.md,高,100.0,命中主题路由词：新启蒙|继承五四|扬弃五四,新启蒙运动 爱国主义 文化思想(59.06)；新启蒙运动 自由主义 文化思想(59.06)；文化运动 新启蒙运动(35.71)；新启蒙运动 文化抗战(32.81)；张申府 新启蒙运动 民主(32.35),0378_新启蒙运动_爱国主义_文化思想.md；0379_新启蒙运动_自由主义_文化思想.md；1744_文化运动_新启蒙运动.md；1616_新启蒙运动_文化抗战.md；1614_张申府_新启蒙运动_民主.md,,新启蒙运动、新民主主义、文化思想,新启蒙运动与新民主主义文化思想的形成_卢毅；从“决裂论”到“土壤论”——新启蒙运动对马克思主义与中国传统文化关系的认识深化_崔海亮；继承五四和扬弃五四,4；8；142,是,可按主题页优先检索,先查主题页《新启蒙运动》，再在 T3/T10 中检索：新启蒙运动|新民主主义|文化思想,否
